original_comment,comment,sentiment
"Saya dari Malaysia, strategi dia gunakan adalah dari bekas setiausaha kewangan America, Hank Paulson, Bank Konvensional dananya kering, lalu, beliau memberi suntikan dana, ini adalah Golden Parachute kepada ekonomi Indonesia. Dia mengambil langkah yang tepat supaya UMKM bernafas semula. Restore Confidence!",malaysia strategi guna bekas setiausaha wang america hank paulson bank konvensional dana kering lalu beliau beri sunti dana golden parachute ekonomi indonesia ambil langkah tepat umkm nafas mula restore confidence,Positif
Amin auranya positif banget. Optimis ekonomi Indonesia angkat bangkit 2026🙌🙌,amin aura positif banget optimis ekonomi indonesia angkat bangkit,Positif
mantab pak mentri,mantap pak menteri,Positif
Dari gaya komunikasi beliau jadi bisa sambil belajar konsep ekonomi. Semoga strategi2 yang bapak terapkan dapat membawa Indonesia ke arah yang lebih baik.,gaya komunikasi beliau jadi ajar konsep ekonomi moga strategi bapak terap dapat bawa indonesia arah lebih baik,Positif
"Betul itu pak,  Sekarang bank sangat susah sekali untuk memberikan kredit, kemungkinan karena dana nya kurang.",betul pak sekarang bank sangat susah sekali beri kredit mungkin dana nya kurang,Positif
Bapak kok keren !,bapak kok keren,Positif
"Menkeu ini lebih terbuka dibanding sebelumnya yang selalu menghindar ketika wartawan ingin mewawancarai, dan juga matiin kolom komentar di ig",menteri uang lebih buka banding belum selalu hindar wartawan wawancara mati kolom komentar salur ig,Positif
Bismillah semoga kedepannya ekonomi Indonesia bisa membaik dan rakyar bisa sejahtera,bismillah moga depan ekonomi indonesia baik rakyat sejahtera,Positif
"😂 aku suka menteri ceplas ceplos, mantap Pak Menteri",aku suka menteri ceplas ceplos mantap pak menteri,Positif
"Mentri koboy ini, ngomongnya ceplas ceplos, tapi aku percaya kalau beliau bisa kerja.",menteri koboy omong ceplas ceplos aku percaya kalau beliau kerja,Positif
Alhamdulillah saya selaku umkm seneng dengarnya,alhamdulillah selaku umkm senang dengar,Positif
"Bicara nya dapat di pahami oleh orang awam, smoga ekonomi indonesia trus lebih membaik dan stabil amin",bicara nya dapat salur paham orang awam moga ekonomi indonesia terus lebih baik stabil amin,Positif
"Ayo, anak2 muda Indonesia semangat membuka usaha 💪",ayo anak muda indonesia semangat buka usaha,Netral
Saya suka cara pandang beliau dalam mengelolah keuangannya negara untuk menumbuhkan  ekonomi dari bawah,suka cara pandang beliau kelola uang negara tumbuh ekonomi bawah,Positif
"Groming rambut nya acak"" an tinggal tunggu hasil kinerja pak menkue yg baru",grooming rambut nya acak an tinggal tunggu hasil kerja pak menteri uang baru,Netral
Indonesia damai sejahtera Amin,indonesia damai sejahtera amin,Netral
Semoga semua yang direncanakan pak mentri bisa mbuat ekonomi Indonesia bangkit lg😊,moga semua rencana pak menteri buat ekonomi indonesia bangkit,Positif
Hebat deh Menkeu ini,hebat deh menteri uang,Positif
Semoga perekonomian kembali membaik. Aamiin,moga ekonomi baik amin,Positif
"Alhamdulillah, optimis dengan menteri keuangan baru pak Purbaya. Penjelasan nya menarik dan cukup jelas ❤️🤍👍🏻",alhamdulillah optimis menteri uang baru pak purbaya jelas nya tarik cukup jelas,Positif
"Orang bogor lulusan ITB kayaknya dia jenius di bidang keuangan nih,pemikiranya sangat tajam dan detail",orang bogor lulus itb kayak jenius salur bidang uang pikir sangat tajam detail,Positif
"Selamat bekerja pak semoga bisa penuh tanggung jwab,  Dam Semoga dana Tersebut tdk di sabotase koruptor",selamat kerja pak moga penuh tanggung jawab dam moga dana sebut tidak salur sabotase koruptor,Positif
Diibaratkan ekonomi Indonesia mulai ke awal mulai dari nol lagi,ibarat ekonomi indonesia mulai awal mulai nol,Netral
😢😢😢 tolong pak selamatkan perekonomian indo,pak selamat ekonomi indonesia,Netral
"Bismillah, pak menteri diberikan kemudahan di dlm mengemban tugas negara.❤ Gue demen ama elo, no pencitraan, apa adanya, dn tekonokratik. Andai menteri2 kayak gini, negara ini cepet majunya.",bismillah pak menteri beri mudah salur emban tugas negara gue demen saling lo no citra apa ada teknokratik andai menteri begini negara cepat maju,Positif
MENDENGAR PENJELASAN PAK MENKEU INI SMGAT MEMUASKAN SEKALI,dengar jelas pak menteri uang semangat muas sekali,Positif
saya optimis mendengarnya pak menteri,optimis dengar pak menteri,Positif
"Semoga Berhasil pak naikan perekonomian kita, Kamipun optimis dengan pak purbaya, kelihatan cerdasnya",moga hasil pak naik ekonomi kami pun optimis pak purbaya lihat cerdas,Positif
"Sy pelaku dunia properti, kmrn proses pengajuan KPR seperti dipermainkan bank saja, sampe berbulan² prosesnya, baru tau sy ternyata menteri kmrn nahan uang kas",laku dunia properti kemarin proses aju kpr main bank bulan proses baru tahu nyata menteri kemarin tahan uang kas,Positif
Menkeu baru dan Harapan baru.Semoga bisa membawa ekonomi Indonesia lebih baik,menteri uang baru harap barusemoga bawa ekonomi indonesia lebih baik,Positif
Semoga cara Bapak membuat ekonomi naik.,moga cara bapak buat ekonomi naik,Positif
Setiap pertanyaan dijelaskan dengan jelas detail dan mudah dipahami orang awam.  Sangat positif sekali pemikirannya. Ceplas-ceplos seperti tidak ada yang ragukan atau ditahan omongan artinya dia berkata jujur apa adanya. Semoga keuangan Indonesia semakin membaik di Tangan beliau 👍,tanya jelas jelas detail moga paham orang awam sangat positif sekali pikir ceplasceplos tidak ragu tahan omong arti kata jujur apa ada moga uang indonesia makin baik salur tangan beliau,Positif
Pak DEWA ( jadilah ) Spt Nama Mu ( SANG DEWA ) Penyelamat NKRI ❤❤❤❤❤❤,pak dewa jadi nama kamu sang dewa selamat nkri,Positif
Mentri udah keren  Tinggl kita lihat orang yang akan menjalankan strategi ini mudahan amanah,menteri keren tinggal lihat orang jalan strategi mogamoga amanah,Positif
"Memang harusnya biarkan rakyat tumbuhkan perekonomian dulu, jangan duit disedot terus ke pusat terus malah ngga diapa2in duitnya",memang harus biar rakyat tumbuh ekonomi dulu jangan duit sedot terus pusat terus malah tidak apa duit,Positif
"Op nih menteri bagus😂, semoga kedepannya lebih baik lagi",op menteri bagus moga depan lebih baik,Positif
Saran pak untuk gaya Koboinya terus di lanjutkan dan sy optimis di tangan bapak pertumbuhan economi akn tumbuh lebih cepat.❤,saran pak gaya koboi terus salur lanjut optimis salur tangan bapak tumbuh ekonomi tumbuh lebih cepat,Positif
"Walau ditaruh di bank himbara gk akan disebar ke private sector, kan dah jelas untuk mbg, kopdes merah putih dan perumahan.",taruh salur bank himbara tidak sebar private sector kan deh jelas mbak kopdes merah putih rumah,Netral
"Menyalurkan dana trilyunan ke bank berharap agar banyak sektor swasta meminjam uang ke bank untuk usahanya, sehingga uang beredar dan menggerakan ekonomi. Idealnya begitu, kecuali jika banyak sektor swastanya ternyata kemudian merugi sehingga tidak mampu bayar, maka uang yang sudah digelontorkan hanya akan jadi bantuan sosial bagi bank dan sektor swasta.",salur dana triliun bank harap banyak sektor swasta pinjam uang bank usaha uang edar gera ekonomi ideal banyak sektor swasta nyata kemudian rugi tidak mampu bayar uang kucur jadi bantu sosial bank sektor swasta,Negatif
Mantab ini menteri baru 👍,mantap menteri baru,Positif
Semoga amanah dan berpihak pada rakyat njih pak Menteri,moga amanah pihak rakyat pak menteri,Positif
Mungkin Indonesia harus mulai bersiap untuk menghadapi krisis ekonomi dan keuangan tidak lama lagi,mungkin indonesia mulai siap hadap krisis ekonomi uang tidak lama,Netral
"Itu bukan dikasi,tapi bank dikasi pinjem buat disalurin dalam bentuk kredit 😊",bukan kasi bank kasi pinjam buat disalurin bentuk kredit,Netral
Bismillah pak purbaya.gaya anda memajukan perbankan perekonomian negara indonesia.,bismillah pak purbayagaya maju perban ekonomi negara indonesia,Positif
"Keren program BPK nh,,duit laga duit,,good ,,saya antusias dgn langkah BPK ini,, semoga terbaik negri ini n dpt bisa melunasi hutang n keuntungan juga bisa di gunakan utk kemakmuran rakyat",keren program bapak duit laga duit good antusias langkah bapak moga baik negeri dapat lunas utang untung salur guna makmur rakyat,Positif
Sayang nya masyarakat dak mau pinjem uang karena dak bisa muterin uang untuk ekonomi saat ini,sayang nya masyarakat indak mau pinjam uang indak putar uang ekonomi,Negatif
Langkah yang sangat tepat pak menteri,langkah sangat tepat pak menteri,Positif
Crypto kasih pajak 1000% lagian uang pada nyangkut di situ kagak gerak gerak,crypto beri pajak lagi uang nyangkut salur situ gerak gerak,Netral
Judol sama kripto ditertibkan pak..outflow cash duitnya..gak munyer2 lagi di dalam,judi online saling kripto tertib pak outflow cash duit tidak munyer salur,Netral
Klo di liat skilas bliau cara berpikir y baik. Pintar dan mnguasai bidang y. Smoga amanah pak dan jujur aminnn,kalau salur lihat kilas bliau cara pikir baik pintar kuasa bidang moga amanah pak jujur amin,Positif
Memberi suntikan berarti memberi pinjaman ke UMKM yaa apa bgt maksudnya,beri sunti arti beri pinjam umkm nya apa banget maksud,Netral
Semoga uangnya dibagi rakyat,moga uang bagi rakyat,Negatif
Mana neh yg bilang ihsg turun? Noh real action 200T masuk sistem reaksi pasar instant IHSG ditutup naik 100poin minggu depan jelas range 8000,mana bilang ihsg turun tuh real action masuk sistem reaksi pasar instan ihsg tutup naik poin minggu depan jelas range,Positif
Semoga trs terbuka buat Rakyat,moga terus buka buat rakyat,Positif
"ini pak menteri kok bisa yak kalem bgt, sante gitu loh",pak menteri kok nya kalem banget santai loh,Netral
"Untuk UMKM kira-kira bisa gak ya dana pinjaman di bank? Nanya , jawab dong yang tau",umkm kirakira tidak nya dana pinjam salur bank tanya jawab dong tahu,Netral
Insya Allah mas Purbaya sukses dalam menjabat menteri keuangan RI.diera Kabinet Merah putih,insya allah allah mas purbaya sukses jabat menteri uang ridiera kabinet merah putih,Positif
Ini baru menkeu yg optimis,baru menteri uang optimis,Positif
Sahkan Hukum mati koruptor. Sahkan UU perampasan aset. Lakukan itu dulu sebelum membangun negeri.,sahkan hukum mati koruptor sahkan lo ampas aset laku dulu bangun negeri,Netral
Suka-suka bank.nya oke😂😂 Mantab pak jangan sampai luput pengawasannya👍👍,sukasuka bank oke mantap pak jangan luput awas,Positif
Top pak menteri yudi🎉,top pak menteri yudi,Positif
"Awas kredit macet.Ekonomi dunia sedang tidak baik,daya beli masyarakat lemah,situasi politik dlm negeri lagi hangat.Semua saling mempengaruhi walaupun untuk mudahkan dunia usaha.",awas kredit macetekonomi dunia sedang tidak baik daya beli masyarakat lemah situasi politik negeri hangatsemua saling pengaruh walaupun mudah dunia usaha,Negatif
Nanti pinjam utk konsumtif bukan pinjaman produktif karna daya beli masyarakat engga ada.,pinjam konsumtif bukan pinjam produktif daya beli masyarakat tidak,Negatif
Semoga pak yudi dengan tangan dingin nya bisa mendobrak daya beli masyarakat,moga pak yudi tangan dingin nya dobrak daya beli masyarakat,Positif
ini 200 T dr apbn atau print money?,apbn print money,Netral
Keren pak mentri,keren pak menteri,Positif
"Paparan Mentri ini keren, tapi judol merajalela, duit lari ke kamboja wkwk",papar menteri keren judi online rajalela duit lari kamboja wkwk,Netral
Joss Pak menteri 😢😢😢😊 Makin jaya,jos pak menteri makin jaya,Positif
"Jadi intinya, langkah ini bisa sangat positif kalau benar-benar mengalir ke sektor riil, tapi kalau tidak diawasi ketat, bisa jadi cuma jadi “parkiran dana” yang untung buat bank, bukan rakyat.",jadi inti langkah sangat positif kalau benarbenar alir sektor riil kalau tidak awas ketat jadi cuma jadi parkir dana untung buat bank bukan rakyat,Netral
Iya pak rakyat mu  optimis yang penting jangan di persulit pinjaman bunga kecil pajak turunkan sembako turunkan bisa maju lancar gerak cepat harta kekayaan indonesia itu banyaaaak sekali dari pada habis ke tangan orang orang serakah pak amanah demi rakyat mu tetus maju,iya pak rakyat kamu optimis penting jangan salur sulit pinjam bunga kecil pajak turun sembako turun maju lancar gerak cepat harta kaya indonesia banyak sekali habis tangan orang orang serakah pak amanah rakyat kamu tetus maju,Positif
"bongkar tabungan,, hati2 uangnya kmn",bongkar tabung hati uang,Negatif
Di tangan beliu economi KIta maju,salur tangan beliu ekonomi maju,Positif
"Suntik dana ke bank , bunga semakin bersaing.",suntik dana bank bunga makin saing,Netral
"Mantap Pak Mentri, sehat selalu",mantap pak menteri sehat selalu,Positif
Anak SD juga bisa kalau hanya pindahkan uang yang ada.,anak kalau pindah uang,Negatif
"Meski gaya komunikasinya sdikit belibet, tp kita butuh hasil",meski gaya komunikasi sedikit belit butuh hasil,Netral
"jgn Lupa tidur pak,istirahat yg cukup,,,",jangan lupa tidur pak istirahat cukup,Positif
"Yang saya suka dengen menteri ini ketika ditanya langsung jawaban teknis, bukan sekedar normatif.",suka menteri tanya langsung jawab teknis bukan dar normatif,Positif
"Jika kredit, jd macet atau npl atau non perform loan, habislah cadangan cash negara😂😂😂😂😂",kredit jadi macet npl non perform loan habis cadang cash negara,Negatif
"Sama aja kayak ngeprint uang ga sih, ngeri hyperinflasi",saling ngeprint uang tidak sih ngeri hyperinflasi,Negatif
Ga lama setelah dilantik asal nyeletuk sempat bikin gaduh tp boleh juga nih menteri ditunggu hasil kerjanya semoga perekonomian swasta lebih maju,tidak lama lantik asal nyeletuk sempat bikin gaduh menteri tunggu hasil kerja moga ekonomi swasta lebih maju,Positif
terpaksa itu bisa jadi nanti asal kasih kredit pak. lalu macet. waduh mana bisa main paksa pak kalau urusan begini. dan lagian selama ini emang bank2 malas2 an? bank juga gak bodoh pak mrk butuh cuan. pasti bener2 selektif menyalurkan dana kredit. ini bukan masalah gak ada yg mau kredit. tapi memang gak ada job jadi buat apa ambil kredit,paksa jadi asal beri kredit pak lalu macet waduh mana main paksa pak kalau urus begini lagi lama memang bank malas an bank tidak bodoh pak butuh cuan benarbenar selektif salur dana kredit bukan masalah tidak mau kredit memang tidak job jadi buat apa ambil kredit,Negatif
"Kalau yg diubah pion-pion saja, diganti dg orang2 sekitar2 dg sistim yg hasilnya sama. Warga Indonesia perlu belajar dari Nepal cara mengubah pemerintahan yg korup secara sistemik dan kronis. Revolusi",kalau ubah pionpion ganti orang sistem hasil saling warga indonesia perlu ajar nepal cara ubah perintah korupsi sistemik kronis revolusi,Negatif
Uang saya ada di BI 440 t diturun kan separo dari pada ditimbun disana 😂😂😂😂😂 keren,uang salur bi turun kan paro timbun sana keren,Netral
"Semoga bapak ini bersih ya, jgn jadi tikus seprti yg lain pak yak semangat",moga bapak bersih nya jangan jadi tikus seprti pak nya semangat,Negatif
Semoga 200T aman,moga aman,Negatif
Aneh kan deviden malah di kelola danantara,aneh kan deviden malah salur kelola danantara,Negatif
Entah kenapa skrang ini Di kolom pencarian youtube gue isinya nama beliau😂,entah sekarang salur kolom cari youtube gue isi nama beliau,Netral
"Mode offensive, mantab pak",mode offensive mantap pak,Positif
Lumayan nih..mentri baru..punya jurus kepret rajawali nya.alm rizal ramli,lumayan menteri baru punya jurus kepret rajawali nyaalm rizal ramli,Positif
Drpd 200T sekalian di habiskan 400T pasti hasilnya akan joss. Kelihatannya mudah tp menakutkan.yg pinjam paling konglomerat2. UMKM tdk di percaya,sekali salur habis hasil jos seperti moga menakutkanyg pinjam paling konglomerat umkm tidak salur percaya,Negatif
"Yang paling Utama sekarang harus buka lapangan kerja , Danantara Dirikan Perusahaan Aplikasih seperti Gojek Gofood aja biar feenya bisa di perkecil & bisa kasih THR saat Lebaran.Tidak menuntut perusahaan swasta harus bayar THR lagi",paling utama sekarang buka lapang kerja danantara diri usaha aplikasi gojek gofood biar biaya salur kecil beri thr lebarantidak tuntut usaha swasta bayar thr,Netral
